,Country Name,Country Code,Region Code,Subsample,Income Level Name,Income Level Code,Year of survey,Survey Data Source,Survey Type,Total population,"Children, aged 0-14","Youth, aged 15-24","Adult, aged 25-64","Elderly, aged 65+",Urban Population (% of total Population)," Working Age Population, aged 15-64 (% of total Pop.)","Dependency Rate, all compared to 15-64","Youth Dependency Rate, younger than 15 compared to 15-64","Old Age Dependency Rate, older than 64 compared to 15-64","Labor Force, aged 15-64","Labor Force Participation Rate, aged 15-64","Female Labor Force Participation Rate, aged 15-64","Not in labor force or education rate among youth, aged 15-24",Share of workers (aged 15-64) with more than one jobs in last week,"Employment to Population Ratio, aged 15-64","Employment Rate, aged 15-64 ","Unemployment Rate, aged 15-64","Youth Employment Rate, aged 15-24","Youth Unemployment Rate, aged 15-24","Wage employees, aged 15-64 ","Self-employed, aged 15-64","Unpaid, aged 15-64","Employers, aged 15-64","Unpaid or Self-employed, age 15-64","Share of informal jobs, aged 15-64",Share of work contract,Share of health insurance,Share of social security,"Public sector employment, aged 15-64"," Agriculture, aged 15-64"," Industry, aged 15-64"," Services, aged 15-64","Mining, aged 15-64","Manufacturing, aged 15-64","Electricity and utilities, aged 15-64","Construction, aged 15-64","Commerce, aged 15-64","Transport & Communication, aged 15-64","Financial and Business Services, aged 15-64","Public Administration, aged 15-64","Other services, aged 15-64"," Female in non-agricultural employment, aged 15-64","Youth in non-agricultural employment, aged 15-64","Non-Agricultural wage employment, aged 15-64","Non-Agricultural unpaid employment, aged 15-64","Non-Agricultural employer, aged 15-64","Non-Agricultural self-employed, aged 15-64","Youth Non-Agricultural wage employment, aged 15-24","Wage employment in agriculture, aged 15-64","Wage employment in industry, aged 15-64","Wage employment in services, aged 15-64"," Senior Officials, aged 15-64"," Professionals, aged 15-64"," Technicians, aged 15-64"," Clerks, aged 15-64"," Service and Market Sales, aged 15-64"," Skilled Agriculture, aged 15-64"," Craft Workers, aged 15-64"," Machine Operators, aged 15-64"," Elementary Occupations, aged 15-64", Armed Forces,Average weekly working hours,"Underemployment, <35 hours per week","Excessive working hours,>48 hours per week","Median Earnings for wage workers per hour, local nominal currency","Median Earnings for wage workers per month, local nominal currency","Median Earnings for wage workers per month in agriculture, local nominal currenc","Median Earnings for wage workers per month in industry, local nominal currency","Median Earnings for wage workers per month in service, local nominal currency","Median Earnings for wage workers per hour,  deflated to 2011 local currency valu","Real Median Hourly  Wages in USD (base 2011), PPP adjusted","Median Earnings for wage workers per month, deflated to 2011 local currency valu","Real Median Monthly Wages in USD (base 2011), PPP adjusted","Female to Male gender wage gap, calculated with median wages","Public to Private wage gap, calculated with median wages", No Education, Primary Education, Secondary Education, Post Secondary Education,"Mean number of years of education completed, aged 17 and older",Enrollment rate for individuals aged 6-16,Individual age,Mean age of worker between 15-64,"Mean age of worker in agriculture, between 15-64","Mean age of worker in industry, between 15-64","Mean age of worker in services, between 15-64","Mean age of wage worker, between 15-64","Mean age of self-employed or unpaid worker, between 15-64","Mean age of employer, between 15-64",Total flags in survey,"Percentile (100 = max), total flags",Flags over max number of flags,"Percentile (100 = max), share of flags"
3706,Jordan,JOR,MEA,All,Upper middle income,UMC,2012,JOR_2012_I2D2_LFS.dta,I2D2,234789,0.34,0.2,0.41,0.04,0.84,0.62,0.63,0.56,0.07,61901,0.43,0.17,0.2,,0.38,0.89,0.11,0.73,0.27,0.86,0.09,0.0,0.05,0.09,,,,,0.33,0.04,0.23,0.73,0.01,0.11,0.01,0.1,0.17,0.07,0.07,0.25,0.17,0.99,0.97,0.71,0.0,0.05,0.08,0.97,0.76,0.82,0.86,0.01,0.21,0.07,0.05,0.29,0.02,0.16,0.09,0.1,0.0,43.68,0.14,0.3,1.64,250.0,150.0,250.0,400.0,0.02,0.05,2.39,7.36,1.0,1.6,0.04,0.1,0.62,0.24,10.73,0.93,25.77,34.86,35.71,35.05,35.08,33.91,39.29,42.71,39.0,19.0,0.04,19.0
3711,Jordan,JOR,MEA,All,Upper middle income,UMC,2013,JOR_2013_I2D2_LFS.dta,I2D2,222184,0.34,0.2,0.41,0.05,0.83,0.61,0.64,0.57,0.08,56109,0.41,0.15,0.22,,0.36,0.88,0.12,0.7,0.3,0.86,0.08,0.0,0.05,0.09,,,,,0.34,0.03,0.23,0.74,0.01,0.11,0.01,0.1,0.17,0.07,0.07,0.26,0.17,0.99,0.97,0.73,0.0,0.04,0.08,0.97,0.74,0.81,0.87,0.01,0.21,0.07,0.05,0.31,0.02,0.16,0.1,0.08,0.0,43.33,0.15,0.29,1.74,400.0,250.0,250.0,400.0,0.02,0.05,3.65,11.23,0.63,1.6,0.04,0.1,0.62,0.23,10.69,0.92,26.06,35.08,36.93,35.27,35.23,34.18,39.25,43.38,40.0,21.0,0.04,21.0
3720,Jordan,JOR,MEA,All,Upper middle income,UMC,2014,JOR_2014_I2D2_LFS.dta,I2D2,216623,0.34,0.19,0.42,0.05,0.82,0.61,0.64,0.56,0.08,52994,0.4,0.14,0.23,,0.35,0.88,0.12,0.7,0.3,0.87,0.08,0.0,0.05,0.09,,,,,0.34,0.03,0.24,0.74,0.01,0.11,0.01,0.11,0.17,0.08,0.07,0.26,0.17,0.99,0.98,0.75,0.0,0.04,0.07,0.98,0.74,0.83,0.88,0.01,0.21,0.06,0.04,0.3,0.02,0.17,0.1,0.08,0.0,43.61,0.12,0.27,1.88,400.0,250.0,250.0,400.0,0.02,0.05,3.55,10.92,1.0,1.6,0.04,0.11,0.63,0.22,10.6,0.91,26.3,35.2,37.2,35.41,35.33,34.37,39.76,42.9,35.0,14.0,0.03,14.0
3735,Jordan,JOR,MEA,All,Upper middle income,UMC,2016,JOR_2016_I2D2_LMPS.dta,I2D2,8567769,0.35,0.2,0.4,0.05,0.88,0.6,0.67,0.59,0.08,1857258,0.36,0.15,0.31,1.0,0.29,0.79,0.21,0.57,0.43,0.85,0.1,0.01,0.05,0.1,0.46,0.49,0.52,,0.43,0.04,0.21,0.75,0.01,0.12,0.01,0.08,0.17,0.09,0.04,0.39,0.06,0.99,0.96,0.8,0.0,0.05,0.09,0.95,0.83,0.79,0.86,0.01,0.22,0.06,0.06,0.28,0.03,0.18,0.09,0.07,0.0,46.78,0.16,0.35,1.92,350.0,270.0,350.0,350.0,0.02,0.05,3.16,9.71,1.0,1.33,0.06,0.35,0.29,0.29,10.31,0.93,25.81,35.42,36.79,35.39,35.32,34.42,39.56,43.72,44.0,26.0,0.04,25.0
3743,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2001,KAZ_2001_I2D2_HBS_V01_M_V01_A.dta,I2D2,3867340,0.26,0.2,0.47,0.08,0.56,0.67,0.5,0.39,0.12,1641010,0.67,0.62,0.6,,0.53,0.79,0.21,0.64,0.36,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.28,0.58,0.14,10.94,,31.22,38.04,,,,39.19,,,122.0,91.0,0.17,91.0
3747,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2002,KAZ_2002_I2D2_HBS_V01_M_V01_A.dta,I2D2,3838809,0.25,0.2,0.47,0.09,0.56,0.67,0.5,0.37,0.13,1695800,0.7,0.64,0.11,,0.57,0.82,0.18,0.67,0.33,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.31,0.56,0.13,10.87,0.92,32.02,38.47,,,,39.35,,,100.0,83.0,0.14,87.0
3761,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2003,KAZ_2003_I2D2_HBS_V01_M_V01_A.dta,I2D2,3895699,0.24,0.2,0.48,0.09,0.56,0.68,0.47,0.35,0.13,1783112,0.71,0.66,0.64,,0.61,0.87,0.13,0.73,0.27,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,0.55,0.15,11.03,,32.23,38.91,,,,39.61,,,105.0,85.0,0.15,89.0
3767,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2004,KAZ_2004_I2D2_HBS_V01_M_V01_A.dta,I2D2,3897073,0.23,0.2,0.48,0.09,0.57,0.69,0.46,0.33,0.13,1814061,0.71,0.67,0.66,,0.63,0.89,0.11,0.76,0.24,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,0.54,0.16,11.16,,32.52,39.32,,,,40.05,,,104.0,85.0,0.15,89.0
3776,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2006,KAZ_2006_I2D2_HBS_V01_M_V03_A.dta,I2D2,14909027,0.21,0.2,0.5,0.09,0.57,0.7,0.42,0.3,0.13,7381868,0.72,0.68,0.1,,0.66,0.93,0.07,0.81,0.19,0.9,0.09,0.0,0.01,0.09,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,0.33,0.17,11.49,0.96,33.39,39.67,,,,40.21,38.33,40.98,94.0,78.0,0.13,84.0
3791,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2007,KAZ_2007_I2D2_HBS_V01_M_V02_A.dta,I2D2,15396878,0.21,0.2,0.5,0.09,0.57,0.71,0.42,0.29,0.13,7779626,0.72,0.68,0.65,,0.68,0.95,0.05,0.85,0.15,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.23,0.56,0.2,5.08,,33.6,39.64,,,,39.87,,,103.0,84.0,0.15,88.0
3795,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2008,KAZ_2008_I2D2_HBS_V01_M_V02_A.dta,I2D2,15571506,0.2,0.2,0.51,0.09,0.53,0.71,0.41,0.29,0.12,7948589,0.72,0.68,0.64,,0.68,0.95,0.05,0.85,0.15,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.22,0.57,0.21,5.11,,33.62,39.73,,,,39.99,,,103.0,84.0,0.15,88.0
3802,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2009,KAZ_2009_I2D2_HBS_V01_M_V02_A.dta,I2D2,3990916,0.2,0.22,0.51,0.07,0.54,0.73,0.38,0.28,0.1,2029240,0.74,0.69,0.6,,0.69,0.94,0.06,0.84,0.16,0.76,0.08,0.16,0.0,0.24,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.32,0.35,0.23,11.82,,33.1,39.71,,,,40.21,38.37,41.13,104.0,85.0,0.14,88.0
3818,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2010,KAZ_2010_I2D2_HBS_V01_M_V03_A.dta,I2D2,16533560,0.2,0.2,0.53,0.07,0.45,0.73,0.37,0.27,0.1,8522757,0.72,0.67,0.1,,0.68,0.95,0.05,0.87,0.13,0.95,0.05,0.0,0.0,0.05,,,,,0.37,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.43,0.34,0.23,11.87,0.97,33.77,40.4,,,,40.76,39.41,41.53,94.0,78.0,0.13,84.0
3824,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2017,KAZ_2017_I2D2_HBS.dta,I2D2,17918214,0.27,0.12,0.53,0.08,0.57,0.66,0.52,0.41,0.12,8477920,0.73,0.65,0.69,,0.7,0.96,0.04,0.87,0.13,0.73,0.14,0.13,0.0,0.27,,,,,,0.11,0.25,0.64,0.04,0.06,0.05,0.1,0.18,0.18,0.05,0.08,0.15,0.89,0.89,0.48,0.11,0.0,0.1,0.83,0.41,0.79,0.65,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.68,0.29,12.25,,33.09,41.1,42.75,40.9,40.56,41.24,40.73,43.44,53.0,38.0,0.06,51.0
3836,Kenya,KEN,SSF,All,Lower middle income,LMC,1997,KEN_1997_I2D2_WMS.dta,I2D2,25468218,0.45,0.2,0.32,0.03,0.16,0.52,0.92,0.86,0.07,7647744,0.58,0.48,0.22,,0.52,0.9,0.1,0.79,0.21,0.4,0.35,0.25,0.01,0.6,,,,,0.23,0.55,0.06,0.39,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.36,0.32,0.38,0.29,0.01,0.0,0.11,0.31,0.2,0.85,0.67,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.57,0.22,0.03,6.75,0.81,22.04,34.63,35.88,33.31,34.65,33.98,35.11,42.03,83.0,71.0,0.09,73.0
3843,Kenya,KEN,SSF,All,Lower middle income,LMC,1999,KEN_1999_I2D2_ILFS.dta,I2D2,30460000,0.44,0.2,0.32,0.04,,0.52,0.91,0.84,0.07,11888043,0.75,0.74,0.21,,0.66,0.88,0.12,0.8,0.2,0.26,0.19,0.49,0.06,0.68,,,,,0.08,0.54,0.12,0.34,0.0,0.1,0.0,0.02,0.2,0.02,0.01,0.06,0.05,0.36,0.27,0.21,0.02,0.06,0.18,0.17,0.1,0.43,0.45,0.01,0.01,0.05,0.02,0.09,0.45,0.05,0.02,0.3,0.0,37.07,0.43,0.18,,,,,,,,,,,,0.17,0.55,0.27,0.01,,0.72,22.52,35.21,33.66,37.24,36.95,34.37,35.88,37.28,84.0,72.0,0.08,68.0
3846,Kenya,KEN,SSF,All,Lower middle income,LMC,2005,KEN_2005_I2D2_IHBS.dta,I2D2,35534061,0.42,0.23,0.32,0.04,0.2,0.54,0.84,0.77,0.07,13065380,0.68,0.64,0.14,,0.61,0.9,0.1,0.82,0.18,0.29,0.36,0.33,0.02,0.69,,,,,0.14,0.6,0.07,0.33,0.01,0.04,0.0,0.03,0.14,0.03,0.01,0.02,0.12,0.33,0.34,0.21,0.05,0.01,0.13,0.24,0.14,0.62,0.5,0.01,0.02,0.04,0.02,0.06,0.5,0.06,0.03,0.26,0.0,34.23,0.49,0.16,20.94,3500.0,1680.0,4800.0,5000.0,0.47,0.01,82.14,2.31,0.7,3.2,0.13,0.58,0.25,0.04,6.78,0.89,22.34,34.85,35.39,34.62,34.01,33.09,35.89,37.63,50.0,34.0,0.05,41.0
3859,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2002,KGZ_2002_I2D2_HBS.dta,I2D2,4816946,0.31,0.21,0.42,0.06,0.35,0.63,0.59,0.49,0.09,2042442,0.75,0.72,0.11,,0.7,0.93,0.07,0.82,0.18,0.57,0.24,0.0,0.19,0.24,,,,,,0.41,0.11,0.48,0.04,0.0,0.02,0.05,0.11,0.05,0.01,0.25,0.05,0.62,0.39,0.54,0.0,0.06,0.0,0.4,0.06,0.92,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,28.06,37.61,35.27,39.22,39.24,39.66,36.39,35.12,126.0,92.0,0.14,88.0
3861,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2004,KGZ_2004_I2D2_IHS.dta,I2D2,5092802,0.33,0.19,0.41,0.06,0.35,0.61,0.65,0.55,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.59,0.35,0.0,,0.9,27.45,,,,,,,,24.0,5.0,0.09,72.0
3869,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2006,KGZ_2006_I2D2_IHS.dta,I2D2,1317217,0.26,0.17,0.47,0.1,0.44,0.64,0.56,0.41,0.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.08,0.71,0.21,,0.91,32.19,,,,,,,,21.0,4.0,0.08,68.0
3885,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2007,KGZ_2007_I2D2_IHS.dta,I2D2,5224260,0.32,0.19,0.44,0.06,0.36,0.62,0.61,0.51,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.09,0.71,0.19,,0.91,28.42,,,,,,,,16.0,3.0,0.06,52.0
3894,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2009,KGZ_2009_I2D2_IHS_V02_M_V01_A.dta,I2D2,1354681,0.31,0.19,0.44,0.06,0.65,0.63,0.58,0.49,0.09,536842,0.66,0.55,0.63,,0.6,0.92,0.08,0.87,0.13,,,,,,,,,,,0.3,0.21,0.49,0.0,0.09,0.12,0.0,0.05,0.22,0.02,0.09,0.1,0.75,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.06,0.56,0.38,0.0,,28.72,38.18,35.45,38.6,39.44,,,,51.0,35.0,0.08,66.0
3900,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2011,KGZ_2011_I2D2_IHS_V02_M_V01_A.dta,I2D2,1381374,0.3,0.19,0.45,0.06,0.63,0.64,0.56,0.47,0.09,541787,0.67,0.56,0.59,0.06,0.64,0.95,0.05,0.89,0.11,0.61,0.2,0.07,0.12,0.27,0.61,0.39,,,,0.26,0.21,0.53,0.01,0.08,0.02,0.1,0.18,0.08,0.03,0.2,0.04,0.74,0.68,0.56,0.0,0.0,0.19,0.68,0.13,0.9,0.69,0.02,0.1,0.08,0.02,0.19,0.23,0.17,0.09,0.1,0.0,34.95,0.3,0.07,13.34,2337.36,1604.59,2191.28,2434.75,0.14,0.01,23.8,1.46,1.22,,0.0,0.06,0.57,0.37,0.0,,29.4,38.63,37.88,36.94,39.83,38.76,36.92,42.13,49.0,32.0,0.05,34.0
3909,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2017,KGZ_2017_I2D2_KIHS.dta,I2D2,6229569,0.34,0.14,0.46,0.06,0.65,0.6,0.67,0.56,0.11,2059010,0.6,0.67,0.07,1.01,0.59,0.98,0.02,1.0,0.0,0.6,0.32,0.06,0.02,0.38,0.59,0.41,,,,0.29,0.44,0.26,0.03,0.03,0.33,0.05,0.03,0.01,0.19,0.03,0.0,0.7,0.66,0.53,0.0,0.01,0.16,0.56,0.23,0.64,0.93,0.02,0.09,0.08,0.02,0.15,0.14,0.12,0.1,0.26,0.0,37.35,0.24,0.08,34.52,6000.0,6000.0,6000.0,6000.0,0.29,0.02,46.4,2.85,1.0,,0.0,0.04,0.61,0.35,13.66,0.99,29.36,32.6,30.47,31.88,35.83,34.45,29.73,27.85,66.0,56.0,0.06,50.0
3918,Cambodia,KHM,EAS,All,Lower middle income,LMC,1997,KHM_1997_I2D2_CSES.dta,I2D2,9348244,0.4,0.19,0.38,0.04,0.21,0.56,0.78,0.71,0.07,4054361,0.77,0.74,0.11,1.19,0.76,0.99,0.01,0.99,0.01,0.13,0.52,0.34,0.0,0.87,,,,,0.07,0.72,0.08,0.21,0.0,0.05,0.0,0.02,0.1,0.03,0.0,0.06,0.01,0.25,0.23,0.11,0.04,0.0,0.13,0.12,0.02,0.45,0.37,0.01,0.02,0.02,0.0,0.09,0.71,0.06,0.02,0.06,0.01,34.0,0.5,0.24,328.79,50000.0,50000.0,80000.0,40800.0,8.42,0.01,1229.13,0.82,1.0,0.5,0.29,0.65,0.05,0.01,3.67,0.64,24.09,33.66,33.4,32.96,35.35,33.21,33.89,38.34,67.0,57.0,0.06,51.0
3931,Cambodia,KHM,EAS,All,Lower middle income,LMC,2001,KHM_2001_I2D2_LFS.dta,I2D2,11291332,0.36,0.24,0.36,0.04,0.14,0.6,0.66,0.6,0.06,4722376,0.83,0.82,0.06,,0.81,0.98,0.02,0.96,0.04,0.21,0.42,0.37,0.0,0.78,,,,,,0.62,0.13,0.24,0.0,0.11,0.0,0.02,0.13,0.04,0.0,0.06,0.01,0.38,0.38,0.17,0.05,0.0,0.16,0.26,0.08,0.58,0.36,0.01,0.01,0.02,0.01,0.13,0.58,0.1,0.04,0.09,0.01,47.23,0.16,0.56,,,,,,,,,,,,0.17,0.75,0.07,0.01,,0.83,24.8,33.11,33.43,28.62,34.71,29.39,34.12,36.47,73.0,65.0,0.07,60.0
3932,Cambodia,KHM,EAS,All,Lower middle income,LMC,2003,KHM_2003_I2D2_CSES.dta,I2D2,13037571,0.36,0.23,0.37,0.04,0.16,0.6,0.68,0.61,0.07,6433766,0.94,0.95,0.01,1.18,0.93,0.99,0.01,0.98,0.02,0.23,0.39,0.38,0.0,0.77,,,,,0.0,0.59,0.14,0.28,0.0,0.1,0.0,0.03,0.15,0.03,0.0,0.05,0.04,0.42,0.39,0.18,0.09,0.0,0.14,0.25,0.08,0.58,0.38,0.01,0.03,0.01,0.0,0.13,0.6,0.06,0.06,0.08,0.01,26.54,0.67,0.18,194.13,28966.67,18104.17,34760.0,27156.25,3.49,0.0,517.35,0.35,1.0,,0.24,0.44,0.3,0.01,4.4,0.92,25.14,32.8,32.56,29.82,34.87,31.14,33.32,35.54,53.0,38.0,0.04,30.0
3948,Cambodia,KHM,EAS,All,Lower middle income,LMC,2006,KHM_2006_I2D2_CSES.dta,I2D2,13508934,0.34,0.22,0.4,0.04,0.19,0.62,0.61,0.54,0.07,7056235,0.85,0.79,0.07,1.21,0.83,0.99,0.01,0.98,0.02,0.25,0.38,0.37,0.0,0.74,,,,,0.0,0.59,0.13,0.28,0.0,0.09,0.0,0.04,0.13,0.04,0.0,0.05,0.05,0.4,0.39,0.21,0.07,0.0,0.12,0.27,0.08,0.7,0.42,0.01,0.03,0.02,0.02,0.12,0.51,0.09,0.08,0.11,0.0,40.12,0.36,0.42,956.33,200000.0,144000.0,240000.0,200000.0,14.38,0.01,2922.88,1.96,0.95,,0.19,0.45,0.33,0.02,4.96,0.91,25.97,33.25,33.25,29.71,34.95,31.42,33.88,34.62,40.0,21.0,0.04,21.0
3958,Cambodia,KHM,EAS,All,Lower middle income,LMC,2008,KHM_2008_I2D2_CSES.dta,I2D2,13337612,0.33,0.21,0.41,0.05,0.19,0.63,0.6,0.52,0.08,6858454,0.82,0.76,0.08,1.22,0.82,0.99,0.01,0.99,0.01,0.29,0.37,0.35,0.0,0.71,,,,,0.0,0.57,0.14,0.29,0.0,0.1,0.0,0.04,0.13,0.04,0.0,0.06,0.06,0.43,0.42,0.23,0.07,0.0,0.12,0.31,0.1,0.77,0.42,0.01,0.03,0.02,0.02,0.1,0.48,0.09,0.09,0.15,0.01,39.59,0.37,0.35,1061.73,217250.0,197500.0,233961.53,231733.33,11.61,0.01,2353.51,1.58,1.0,,0.17,0.45,0.35,0.03,5.02,0.89,26.73,33.78,33.99,29.76,35.39,31.52,34.69,35.88,45.0,28.0,0.04,24.0
3960,Cambodia,KHM,EAS,All,Lower middle income,LMC,2009,KHM_2009_I2D2_CSES.dta,I2D2,14044311,0.32,0.22,0.41,0.04,0.18,0.63,0.58,0.51,0.07,7539225,0.85,0.81,0.07,1.24,0.84,1.0,0.0,0.99,0.01,0.27,0.49,0.24,0.0,0.73,,,,,0.05,0.58,0.16,0.26,0.0,0.11,0.01,0.03,0.11,0.06,0.02,0.03,0.04,0.42,0.4,0.2,0.06,0.0,0.16,0.28,0.12,0.61,0.39,0.01,0.02,0.01,0.02,0.14,0.48,0.12,0.03,0.16,0.01,38.39,0.4,0.34,,,,,,,,,,,,0.2,0.43,0.35,0.02,4.97,0.89,26.41,33.44,33.57,30.02,35.26,30.68,34.47,30.89,68.0,58.0,0.07,58.0
3975,Cambodia,KHM,EAS,All,Lower middle income,LMC,2012,KHM_2012_I2D2_CLFCLS.dta,I2D2,14899129,0.28,0.23,0.44,0.05,0.24,0.67,0.49,0.41,0.07,7032426,0.7,0.64,0.12,0.09,0.69,0.99,0.01,0.98,0.02,0.47,0.33,0.2,0.0,0.53,0.85,0.29,,0.12,0.08,0.33,0.26,0.41,0.0,0.18,0.01,0.07,0.22,0.06,0.03,0.04,0.07,0.68,0.67,0.37,0.09,0.0,0.2,0.6,0.29,0.74,0.44,0.02,0.04,0.04,0.02,0.22,0.23,0.12,0.13,0.18,0.01,45.56,0.25,0.47,1.71,390.0,325.88,391.05,400.0,0.02,0.0,3.79,0.0,0.88,1.05,0.16,0.47,0.34,0.04,5.17,0.86,28.01,33.67,34.41,29.72,35.52,30.16,36.76,38.79,100.0,83.0,0.09,69.0
3985,Kiribati,KIR,EAS,All,Lower middle income,LMC,2006,KIR_2006_I2D2_HIES.dta,I2D2,90701,0.38,0.19,0.4,0.04,0.45,0.58,0.71,0.65,0.06,41153,0.78,0.73,0.33,,0.39,0.5,0.5,0.34,0.66,0.61,0.11,0.29,0.0,0.39,,,,,,0.03,0.05,0.92,0.0,0.01,0.02,0.02,0.11,0.1,0.02,0.52,0.17,1.0,0.96,0.43,0.0,0.0,0.01,0.96,0.97,0.97,0.97,0.08,0.23,0.14,0.11,0.2,0.02,0.07,0.1,0.06,0.0,34.59,0.34,0.17,,,,,,,,,,,,0.11,0.36,0.49,0.05,8.23,,25.1,36.23,39.12,33.04,36.67,35.81,36.87,,58.0,46.0,0.09,72.0
